"Name","Rarity","Category","Level","Price"
"Extending (Greater)","Common","Runes","13","3000 gp"
"Hellfire Boots","Common","Worn Items","13","3000 gp"
"Horn of the Sun Aurochs","Rare","Held Items","13","3000 gp"
"Keen","Uncommon","Runes","13","3000 gp"
"Knight Captain's Lance","Uncommon","Weapons","13","3000 gp"
"Magic Wand (6th-Level Spell)","Common","Wands","13","3000 gp"
"Medusa's Scream","Common","Shields","13","3000 gp"
"Pistol of Wonder","Rare","Weapons","13","3000 gp"
"Psychic Brigandine","Uncommon","Armor","13","3000 gp"
"Rock-Braced","Rare","Runes","13","3000 gp"
"Sandstorm Top","Rare","Held Items","13","3000 gp"
"Scope of Truth","Common","Customizations","13","3000 gp"
"Screech Shooter (Greater)","Uncommon","Weapons","13","3000 gp"
"Sonic Tuning Mace (Greater)","Common","Weapons","13","3000 gp"
"Sturdy Shield (Greater)","Common","Shields","13","3000 gp"
"Vampiric Scythe","Uncommon","Weapons","13","3000 gp"
"Wand of Continuation (5th-Level Spell)","Common","Wands","13","3000 gp"
"Wand of Manifold Missiles (5th-Level Spell)","Common","Wands","13","3000 gp"
"Wand of Overflowing Life (5th-Level Spell)","Common","Wands","13","3000 gp"
"Wand of Thundering Echoes (5th-Level)","Uncommon","Wands","13","3000 gp"
"Sky Chariot, Heavy","Uncommon","Vehicles","13","9000 gp"
"Addiction Suppressant (Major)","Rare","Alchemical Items","14","500 gp"
"Moderate Swapping Stone","Uncommon","Consumables","14","600 gp"
"Brewer's Regret (Greater)","Uncommon","Alchemical Items","14","625 gp"
"Death Knell Powder","Uncommon","Alchemical Items","14","625 gp"
"Winterstep Elixir (Greater)","Uncommon","Alchemical Items","14","640 gp"
"Impact Foam Chassis (Major)","Uncommon","Consumables","14","650 gp"
"Liar's Demise","Uncommon","Alchemical Items","14","650 gp"
"Antidote (Major)","Common","Alchemical Items","14","675 gp"
"Antiplague (Major)","Common","Alchemical Items","14","675 gp"
"Bomber's Eye Elixir (Greater)","Common","Alchemical Items","14","700 gp"
"Chopping Evisceration Snare","Uncommon","Snares","14","700 gp"
"Grinning Pugwampi","Uncommon","Consumables","14","700 gp"
"Red-Rib Gill Mask (Greater)","Rare","Worn Items","14","700 gp"
"Rending Snare","Uncommon","Snares","14","700 gp"
"Shrapnel Snare","Uncommon","Snares","14","700 gp"
"Malleable Mixture (Greater)","Uncommon","Alchemical Items","14","750 gp"
"Noxious Incense (Greater)","Common","Consumables","14","750 gp"
"Starshot Arrow (Greater)","Rare","Consumables","14","800 gp"
"Potion of Resistance (Greater)","Common","Consumables","14","850 gp"
"Viper's Fang","Common","Consumables","14","850 gp"
"Dazing Coil","Common","Consumables","14","900 gp"
"Dreaming Round","Uncommon","Consumables","14","900 gp"
"Engulfing Snare","Common","Snares","14","900 gp"
"Ghost Ammunition","Common","Consumables","14","900 gp"
"Iron Cudgel","Common","Consumables","14","900 gp"
"Ruby String","Rare","Consumables","14","900 gp"
"Vapor Sphere","Common","Consumables","14","900 gp"
"Resilient (Greater)","Common","Runes","14","3440 gp"
"Midday Lantern (Greater)","Uncommon","Held Items","14","3700 gp"
"Twilight Lantern (Greater)","Uncommon","Held Items","14","3700 gp"
"Sealing Chest (Major)","Uncommon","Held Items","14","3750 gp"
"Soaring","Common","Runes","14","3750 gp"
"Crystal Ball (Clear Quartz)","Uncommon","Held Items","14","3800 gp"
"Primeval Mistletoe (Greater)","Common","Held Items","14","3900 gp"
"Bracers of Armor II","Common","Worn Items","14","4000 gp"
"Deepdread Claw","Rare","Weapons","14","4000 gp"
"Endless Grimoire (Major)","Common","Grimoires","14","4000 gp"
"Exploration Lens (Searching)","Uncommon","Held Items","14","4000 gp"
"Eye of the Unseen (Greater)","Common","Assistive Items","14","4000 gp"
"Glaive of the Artist","Uncommon","Weapons","14","4000 gp"
"Pactmaster's Grace","Uncommon","Worn Items","14","4000 gp"
"Poisoner's Staff (Major)","Uncommon","Staves","14","4000 gp"
"Staff of Abjuration (Major)","Common","Staves","14","4000 gp"
"Staff of Conjuration (Major)","Common","Staves","14","4000 gp"
"Staff of Divination (Major)","Common","Staves","14","4000 gp"
"Staff of Enchantment (Major)","Uncommon","Staves","14","4000 gp"
"Staff of Evocation (Major)","Common","Staves","14","4000 gp"
"Staff of Illusion (Major)","Common","Staves","14","4000 gp"
"Staff of Nature's Vengeance (Greater)","Common","Staves","14","4000 gp"
"Staff of Necromancy (Major)","Common","Staves","14","4000 gp"
"Staff of Transmutation (Major)","Common","Staves","14","4000 gp"
"Storm Flash","Common","Weapons","14","4000 gp"
"Staff of Providence (Major)","Common","Staves","14","4100 gp"
"Memory Palace","Uncommon","Structures","14","4200 gp"
"Boots of Bounding (Greater)","Common","Worn Items","14","4250 gp"
"Horseshoes of Speed (Greater)","Common","Worn Items","14","4250 gp"
"Wind-Catcher (Greater)","Uncommon","Runes","14","4250 gp"
"Disrupting (Greater)","Uncommon","Runes","14","4300 gp"
"Rod of Negation","Common","Held Items","14","4300 gp"
"Hardened Harrow Deck","Rare","Weapons","14","4350 gp"
"Ouroboros Flail","Common","Weapons","14","4400 gp"
"Ring of Energy Resistance (Major)","Common","Worn Items","14","4400 gp"
"Storm Chair","Rare","Assistive Items","14","4400 gp"
"Breath Blaster (Greater)","Uncommon","Weapons","14","4500 gp"
"Brilliant Rapier","Uncommon","Weapons","14","4500 gp"
"Deflecting Branch","Uncommon","Weapons","14","4500 gp"
"Dragon's Breath (6th-Level Spell)","Uncommon","Runes","14","4500 gp"
"Glorious Plate","Rare","Armor","14","4500 gp"
"Holy Avenger","Uncommon","Weapons","14","4500 gp"
"Magic Armor (+2 Greater Resilient)","Common","Armor","14","4500 gp"
"Ring of Wizardry (Type IV)","Uncommon","Worn Items","14","4500 gp"
"Singing Shortbow","Common","Weapons","14","4500 gp"
"Skyrider Sword","Uncommon","Weapons","14","4500 gp"
"Wand of Crackling Lightning (6th-Level Spell)","Common","Wands","14","4500 gp"
"Wand of Noisome Acid (6th-Level Spell)","Uncommon","Wands","14","4500 gp"
"Wand of Teeming Ghosts (6th-Level Spell)","Uncommon","Wands","14","4500 gp"
"Wand of the Snowfields (5th-Level Spell)","Common","Wands","14","4500 gp"
"Wand of Widening (6th-Level Spell)","Common","Wands","14","4500 gp"
"Undead Compendium","Uncommon","Held Items","14","6300 gp"
"Steam Giant","Rare","Vehicles","14","12500 gp"
"Ambling Surveyor","Rare","Vehicles","14","13000 gp"
"Animate Dreamer","Rare","Intelligent Items","15","0"
"Hyldarf's Fang","Unique","Weapons","15","0"
"Infernal Health","Rare","Contracts","15","0"
"Mountebank's Passage","Unique","Weapons","15","0"
"Bravo's Brew (Greater)","Common","Alchemical Items","15","700 gp"
"Sea Touch Elixir (Greater)","Common","Alchemical Items","15","920 gp"
"Stone Body Mutagen (Greater)","Uncommon","Alchemical Items","15","920 gp"
"Dragon Bile","Common","Alchemical Items","15","925 gp"
"Mindfog Mist","Common","Alchemical Items","15","1000 gp"
"Potion of Flying (Greater)","Common","Consumables","15","1000 gp"
"Azure Worm Repellent","Uncommon","Alchemical Items","15","1100 gp"
"Lifeblight Residue","Uncommon","Alchemical Items","15","1100 gp"
"Big Rock Bullet (Major)","Uncommon","Consumables","15","1150 gp"
"Firestarter Pellets (Major)","Common","Consumables","15","1200 gp"
"Garrote Bolt","Uncommon","Consumables","15","1200 gp"
"Indomitable Keepsake (Major)","Common","Consumables","15","1200 gp"
"Obfuscation Oil","Common","Consumables","15","1200 gp"
"Transposition Ammunition (Greater)","Uncommon","Consumables","15","1250 gp"
"8th-Level Scroll","Common","Consumables","15","1300 gp"
"Cold Comfort (Greater)","Uncommon","Alchemical Items","15","1300 gp"
"Disintegration Bolt","Uncommon","Consumables","15","1300 gp"
"Elixir of Life (Major)","Common","Alchemical Items","15","1300 gp"
"Potion of Annulment (Moderate)","Rare","Consumables","15","1300 gp"
"Spellstrike Ammunition (Type VII)","Common","Consumables","15","1300 gp"
"Stone Bullet","Common","Consumables","15","1300 gp"
"Demilich Eye Gem","Rare","Held Items","15","3000 gp (can't be crafted)"
"Necklace of Fireballs VI","Common","Worn Items","15","4200 gp"
"Cold Iron Object (High-Grade)","Common","Materials","15","4500 gp (per Bulk)"
"Silver Object (High-Grade)","Common","Materials","15","4500 gp (per Bulk)"
"Cold Iron Buckler (High-Grade)","Common","Shields","15","5000 gp"
"Inubrix Buckler (High-Grade)","Rare","Shields","15","5000 gp"
"Silver Buckler (High-Grade)","Common","Shields","15","5000 gp"
"Heedless Spurs","Rare","Worn Items","15","5200 gp"
"Cold Iron Shield (High-Grade)","Common","Shields","15","5500 gp"
"Darkvision Scope (Greater)","Common","Customizations","15","5500 gp"
"Inubrix Shield (High-Grade)","Rare","Shields","15","5500 gp"
"Silver Shield (High-Grade)","Common","Shields","15","5500 gp"
"Staff-Storing Shield (Major)","Common","Shields","15","5500 gp"
"True Name Amulet (Greater)","Rare","Worn Items","15","5500 gp"
"Victory Plate (Greater)","Uncommon","Armor","15","5500 gp"
"Radiant Lance","Uncommon","Weapons","15","5750 gp"
"Dragonscale Amulet","Rare","Worn Items","15","5800 gp"
"Arctic Vigor (Greater)","Uncommon","Tattoos","15","6000 gp"
"Busine of Divine Reinforcement","Uncommon","Held Items","15","6000 gp"
"Fanged (Major)","Uncommon","Runes","15","6000 gp"
"Folding Boat (Greater)","Uncommon","Held Items","15","6000 gp"
"Reforging Shield","Rare","Shields","15","6000 gp"
"Silkspinner's Shield","Uncommon","Shields","15","6000 gp"
"Steamflight Pack","Rare","Adventuring Gear","15","6000 gp"
"Wondrous Figurine (Obsidian Steed)","Uncommon","Held Items","15","6000 gp"
"Stampede Medallion (Greater)","Common","Worn Items","15","6200 gp"
"Blade of the Rabbit Prince","Rare","Weapons","15","6250 gp"
"Buzzsaw Axe (Greater)","Common","Weapons","15","6250 gp"
"Whistle of Calling","Uncommon","Held Items","15","6300 gp"
"Antimagic","Uncommon","Runes","15","6500 gp"
"Blade of the Black Sovereign","Unique","Weapons","15","6500 gp"
"Corrosive (Greater)","Common","Runes","15","6500 gp"
"Earthglide Cloak","Common","Worn Items","15","6500 gp"
"Etheric Essence Disruptor (Major)","Uncommon","Consumables","15","6500 gp"
"Flaming (Greater)","Common","Runes","15","6500 gp"
"Frost (Greater)","Common","Runes","15","6500 gp"
"Godsbreath Bow","Rare","Weapons","15","6500 gp"
"Golden Blade of Mzali","Rare","Weapons","15","6500 gp"
"Lini's Leafstick","Unique","Staves","15","6500 gp"
"Magic Wand (7th-Level Spell)","Common","Wands","15","6500 gp"
"Material Essence Disruptor (Major)","Uncommon","Consumables","15","6500 gp"
"Petrification Cannon","Uncommon","Weapons","15","6500 gp"
"Plate Armor of the Deep","Uncommon","Armor","15","6500 gp"
"Robe of the Archmagi","Uncommon","Worn Items","15","6500 gp"
"Shock (Greater)","Common","Runes","15","6500 gp"
"Spider Gun (Major)","Uncommon","Weapons","15","6500 gp"
"Staff of Nature's Cunning (Major)","Common","Staves","15","6500 gp"
"Thundering (Greater)","Common","Runes","15","6500 gp"
"Wand of Continuation (6th-Level Spell)","Common","Wands","15","6500 gp"
"Wand of Overflowing Life (6th-Level Spell)","Common","Wands","15","6500 gp"
"Wand of Spiritual Warfare (6th-Level)","Uncommon","Wands","15","6500 gp"
"Wand of Thundering Echoes (6th-Level)","Uncommon","Wands","15","6500 gp"
"Crystal Ball (Selenite)","Uncommon","Held Items","15","7000 gp"
"Fungal Armor","Rare","Armor","15","7200 gp"
"Ancestral Echoing","Rare","Runes","15","9500 gp"
"Sand Racer","Uncommon","Vehicles","15","18500 gp"
"Titanic Stomper","Rare","Vehicles","15","19000 gp"
"Rowan Rifle","Unique","Weapons","16","0"
"Vermin Repellent Agent (Major)","Uncommon","Alchemical Items","16","1350 gp"
"Nightmare Vapor","Common","Alchemical Items","16","1400 gp"
"Oil of Object Animation (Greater)","Uncommon","Consumables","16","1400 gp"
"Salamander Elixir (Greater)","Common","Alchemical Items","16","1400 gp"
"Weeping Midnight","Uncommon","Alchemical Items","16","1400 gp"
"Winter Wolf Elixir (Greater)","Common","Alchemical Items","16","1400 gp"
"Cerulean Scourge","Common","Alchemical Items","16","1450 gp"
"Brimstone Fumes","Common","Alchemical Items","16","1500 gp"
"Camp Shroud (Major)","Uncommon","Consumables","16","1500 gp"
"Dust of Corpse Animation (Greater)","Uncommon","Consumables","16","1500 gp"
"Flare Beacon (Major)","Uncommon","Consumables","16","1500 gp"
"Frenzy Oil","Uncommon","Alchemical Items","16","1500 gp"
"Hail of Arrows Snare","Common","Snares","16","1500 gp"
"Omnidirectional Spear Snare","Common","Snares","16","1500 gp"
"Truesight Potion","Common","Consumables","16","1500 gp"
"Sniper's Bead (Major)","Common","Consumables","16","1600 gp"
"Repulsion Resin","Uncommon","Alchemical Items","16","1650 gp"
"Cold Iron Blanch (Greater)","Uncommon","Alchemical Items","16","1700 gp"
"Flame Navette","Common","Consumables","16","1800 gp"
"Ghost Dust","Common","Consumables","16","1800 gp"
"Potion of Stable Form (Greater)","Common","Consumables","16","1800 gp"
"Tusk and Fang Chain","Uncommon","Consumables","16","1800 gp"
"Stormbreaker Fulu","Uncommon","Consumables","16","1900 gp"
"Apricot of Bestial Might","Uncommon","Alchemical Items","16","2000 gp"
"Candle of Invocation","Uncommon","Consumables","16","2000 gp"
"Eagle-Eye Elixir (Major)","Common","Alchemical Items","16","2000 gp"
"Golden-Cased Bullet (Major)","Uncommon","Consumables","16","2000 gp"
"Magnetic Suit (Major)","Common","Consumables","16","2000 gp"
"Sisterstone Object (High-Grade)","Rare","Materials","16","5500 gp (per Bulk)"
"Adamantine Object (High-Grade)","Uncommon","Materials","16","6000 gp (per Bulk)"
"Darkwood Object (High-Grade)","Uncommon","Materials","16","6000 gp (per Bulk)"
"Dragonhide Object (High-Grade)","Uncommon","Materials","16","6000 gp (per Bulk)"
"Mithral Object (High-Grade)","Uncommon","Materials","16","6000 gp (per Bulk)"
"Siccatite Object (High-Grade)","Rare","Materials","16","6000 gp (per Bulk)"
"Waffle Iron (High-Grade Mithral)","Uncommon","Adventuring Gear","16","6005 gp"
"Inubrix Object (High-Grade)","Rare","Materials","16","6500 gp (per Bulk)"
"Djezet Alloy Object (High-Grade)","Rare","Materials","16","7000 gp (per Bulk)"
"Noqual Object (High-Grade)","Rare","Materials","16","7000 gp (per Bulk)"
"Abysium Object (High-Grade)","Rare","Materials","16","7500 gp (per Bulk)"
"Crystal Ball (Moonstone)","Uncommon","Held Items","16","7500 gp"
"Peachwood Object (High-Grade)","Uncommon","Materials","16","7500 gp (per Bulk)"
"Abysium Buckler (High-Grade)","Rare","Shields","16","8000 gp"
"Adamantine Buckler (High-Grade)","Uncommon","Shields","16","8000 gp"
"Alluring Scarf (Major)","Uncommon","Held Items","16","8000 gp"
"Darkwood Buckler (High-Grade)","Uncommon","Shields","16","8000 gp"
"Djezet Buckler (High-Grade)","Rare","Shields","16","8000 gp"
"Dragonhide Buckler (High-Grade)","Uncommon","Shields","16","8000 gp"
"Grimoire of Unknown Necessities","Unique","Grimoires","16","8000 gp"
"Mithral Buckler (High-Grade)","Uncommon","Shields","16","8000 gp"
"Nethysian Bulwark","Uncommon","Shields","16","8000 gp"
"Siccatite Buckler (High-Grade)","Rare","Shields","16","8000 gp"
"Bloodthirsty","Uncommon","Runes","16","8500 gp"
"Talisman Cord (Greater)","Uncommon","Worn Items","16","8500 gp"
"Wovenwood Shield (Major)","Uncommon","Shields","16","8500 gp"
"Abysium Shield (High-Grade)","Rare","Shields","16","8800 gp"
"Adamantine Shield (High-Grade)","Uncommon","Shields","16","8800 gp"
"Darkwood Shield (High-Grade)","Uncommon","Shields","16","8800 gp"
"Djezet Shield (High-Grade)","Rare","Shields","16","8800 gp"
"Dragonhide Shield (High-Grade)","Uncommon","Shields","16","8800 gp"
"Mithral Shield (High-Grade)","Uncommon","Shields","16","8800 gp"
"Siccatite Shield (High-Grade)","Rare","Shields","16","8800 gp"
"Weapon Potency (+3)","Common","Runes","16","8935 gp"
"Armor of the Holy Warrior","Rare","Armor","16","9000 gp"
"Cold Iron Weapon (High-Grade)","Common","Weapons","16","9000 gp (+900 gp per Bulk)"
"Floating Shield (Greater)","Uncommon","Shields","16","9000 gp"
"Medusa's Scream (Greater)","Common","Shields","16","9000 gp"
"Silver Weapon (High-Grade)","Common","Weapons","16","9000 gp (+900 gp per Bulk)"
"Slick (Major)","Common","Runes","16","9000 gp"
"Staff of Final Rest (Major)","Uncommon","Staves","16","9000 gp"
"Staff of Healing (True)","Common","Staves","16","9200 gp"
"Instant Fortress","Uncommon","Structures","16","9300 gp"
"Dinosaur Boots (Greater)","Uncommon","Worn Items","16","9500 gp"
"Miogimo's Mask","Unique","Worn Items","16","9500 gp"
"Staff of the Black Desert (Greater)","Uncommon","Staves","16","9500 gp"
"Aeon Stone (Orange Prism)","Uncommon","Worn Items","16","9750 gp"
"Crown of the Fire Eater (Major)","Uncommon","Worn Items","16","10000 gp"
"Dragonplate","Uncommon","Armor","16","10000 gp"
"Dragon's Breath (7th-Level Spell)","Uncommon","Runes","16","10000 gp"
"Frost Brand","Common","Weapons","16","10000 gp"
"Guiding Chisel","Unique","Held Items","16","10000 gp"
"Handwraps of Mighty Blows (+3 Greater Striking)","Common","Worn Items","16","10000 gp"
"Headbands of Translocation","Uncommon","Worn Items","16","10000 gp"
"Magic Weapon (+3 Greater Striking)","Common","Weapons","16","10000 gp"
"Mountain to the Sky","Unique","Structures","16","10000 gp"
"Pocket Gala","Uncommon","Structures","16","10000 gp"
"Speed","Rare","Runes","16","10000 gp"
"Staff of Impossible Visions (Major)","Uncommon","Staves","16","10000 gp"
"Staff of Power","Rare","Staves","16","10000 gp"
"Staff of the Desert Winds (Major)","Common","Staves","16","10000 gp"
"Sturdy Shield (Major)","Common","Shields","16","10000 gp"
"Wand of Slaying (7th-Level Spell)","Common","Wands","16","10000 gp"
"Wand of Smoldering Fireballs (7th-Level Spell)","Common","Wands","16","10000 gp"
"Wand of Teeming Ghosts (7th-Level Spell)","Uncommon","Wands","16","10000 gp"
"Wand of Widening (7th-Level Spell)","Common","Wands","16","10000 gp"
"Darkwood Tower Shield (High-Grade)","Uncommon","Shields","16","11200 gp"
"Battery Tower","Rare","Vehicles","16","30000 gp"
"Clockwork Castle","Rare","Vehicles","16","30000 gp"
"Helepolis","Rare","Vehicles","16","30000 gp"
"Stone of Unrivaled Skill","Rare","Contracts","17","0"
"Hemlock","Common","Alchemical Items","17","2250 gp"
"Awakened Metal Shot (Awakened Cold Iron Shot)","Uncommon","Consumables","17","2300 gp"
"Awakened Metal Shot (Awakened Silver Shot)","Uncommon","Consumables","17","2300 gp"
"Dispelling Sliver","Common","Consumables","17","2400 gp"
"Acid Flask (Major)","Common","Alchemical Items","17","2500 gp"
"Alchemist's Fire (Major)","Common","Alchemical Items","17","2500 gp"
"Blight Bomb (Major)","Common","Alchemical Items","17","2500 gp"
"Bottled Lightning (Major)","Common","Alchemical Items","17","2500 gp"
"Cryomister (Major)","Uncommon","Consumables","17","2500 gp"
"Fire and Iceberg (Major)","Uncommon","Alchemical Items","17","2500 gp"
"Frost Vial (Major)","Common","Alchemical Items","17","2500 gp"
"Ghost Charge (Major)","Common","Alchemical Items","17","2500 gp"
"Green Gut","Uncommon","Alchemical Items","17","2500 gp"
"Impossible Cake (Major)","Uncommon","Alchemical Items","17","2500 gp"
"Mud Bomb (Major)","Uncommon","Alchemical Items","17","2500 gp"
"Necrotic Bomb (Major)","Common","Alchemical Items","17","2500 gp"
"Pernicious Spore Bomb (Major)","Uncommon","Alchemical Items","17","2500 gp"
"Peshspine Grenade (Major)","Uncommon","Alchemical Items","17","2500 gp"
"Redpitch Bomb (Major)","Rare","Alchemical Items","17","2500 gp"
"Sixfingers Elixir (Greater)","Uncommon","Alchemical Items","17","2500 gp"
"Spiderfoot Brew (Major)","Uncommon","Alchemical Items","17","2500 gp"
"Star Grenade (Major)","Uncommon","Alchemical Items","17","2500 gp"
"Tallow Bomb (Major)","Uncommon","Alchemical Items","17","2500 gp"
"Tanglefoot Bag (Major)","Common","Alchemical Items","17","2500 gp"
"Thunderstone (Major)","Common","Alchemical Items","17","2500 gp"
"Twigjack Sack (Major)","Uncommon","Alchemical Items","17","2500 gp"
"Water Bomb (Major)","Uncommon","Alchemical Items","17","2500 gp"
"Blast Boots (Major)","Uncommon","Consumables","17","2750 gp"
"Junk Bomb (Major)","Uncommon","Alchemical Items","17","2750 gp"
"Pressure Bomb (Major)","Uncommon","Alchemical Items","17","2750 gp"
"Sulfur Bomb (Major)","Uncommon","Alchemical Items","17","2750 gp"
"9th-Level Scroll","Common","Consumables","17","3000 gp"
"Alignment Ampoule (Major)","Uncommon","Alchemical Items","17","3000 gp"
"Bestial Mutagen (Major)","Common","Alchemical Items","17","3000 gp"
"Celestial Peach (Rejuventation)","Rare","Consumables","17","3000 gp"
"Cognitive Mutagen (Major)","Common","Alchemical Items","17","3000 gp"
"Dragon's Breath Potion (Wyrm)","Common","Consumables","17","3000 gp"
"Drakeheart Mutagen (Major)","Common","Alchemical Items","17","3000 gp"
"Dread Ampoule (Major)","Common","Alchemical Items","17","3000 gp"
"Energy Mutagen (Major)","Uncommon","Alchemical Items","17","3000 gp"
"Greater Swapping Stone","Uncommon","Consumables","17","3000 gp"
"Juggernaut Mutagen (Major)","Common","Alchemical Items","17","3000 gp"
"Meteor Shot (Major)","Uncommon","Consumables","17","3000 gp"
"Quicksilver Mutagen (Major)","Common","Alchemical Items","17","3000 gp"
"Serene Mutagen (Major)","Common","Alchemical Items","17","3000 gp"
"Silvertongue Mutagen (Major)","Common","Alchemical Items","17","3000 gp"
"Spellstrike Ammunition (Type VIII)","Common","Consumables","17","3000 gp"
"Vexing Vapor (Major)","Uncommon","Alchemical Items","17","3000 gp"
"War Blood Mutagen (Major)","Uncommon","Alchemical Items","17","3000 gp"
"Lock (Superior)","Common","Adventuring Gear","17","4500 gp"
"Manacles (Superior)","Common","Adventuring Gear","17","5000 gp"
"Handcuffs (Superior)","Uncommon","Adventuring Gear","17","6000 gp"
"Sovereign Steel Object (High-Grade)","Rare","Materials","17","8000 gp (per Bulk)"
"Warpglass Item (High-Grade)","Rare","Materials","17","8000 gp (per Bulk)"
"Necklace of Fireballs VII","Common","Worn Items","17","9600 gp"
"Orichalcum Object (High-Grade)","Rare","Materials","17","10000 gp (per Bulk)"
"Orichalcum Buckler (High-Grade)","Rare","Shields","17","12000 gp"
"Brooch of Inspiration (Major)","Uncommon","Worn Items","17","12500 gp"
"Crystal Ball (Peridot)","Uncommon","Held Items","17","12500 gp"
"Stanching (True)","Uncommon","Runes","17","12500 gp"
"Impenetrable Scale","Uncommon","Armor","17","12800 gp"
"Armbands of Athleticism (Greater)","Common","Worn Items","17","13000 gp"
"Cauldron of Nightmares","Rare","Held Items","17","13000 gp"
"Cloak of the Bat (Greater)","Common","Worn Items","17","13000 gp"
"Clockwork Helm","Rare","Worn Items","17","13000 gp"
"Gearblade","Rare","Weapons","17","13000 gp"
"Phylactery of Faithfulness (Greater)","Common","Worn Items","17","13000 gp"
"Robe of Eyes","Uncommon","Worn Items","17","13000 gp"
"Wyrm Drinker","Unique","Staves","17","13000 gp"
"Orichalcum Shield (High-Grade)","Rare","Shields","17","13200 gp"
"Adamantine Weapon (High-Grade)","Uncommon","Weapons","17","13500 gp (+1350 gp per Bulk)"
"Darkwood Weapon (High-Grade)","Uncommon","Weapons","17","13500 gp (+1350 gp per Bulk)"
"Ethereal","Uncommon","Runes","17","13500 gp"
"Insistent Door Knocker (Major)","Common","Held Items","17","13500 gp"
"Inubrix Weapon (High-Grade)","Rare","Weapons","17","13500 gp (+1350 gp per Bulk)"
"Messenger's Ring (Greater)","Common","Worn Items","17","13500 gp"
"Mithral Weapon (High-Grade)","Uncommon","Weapons","17","13500 gp (+1350 gp per Bulk)"
"Queasy Lantern (Greater)","Uncommon","Held Items","17","13500 gp"
"Flame Tongue (Greater)","Common","Weapons","17","13800 gp"
"Daredevil Boots (Greater)","Common","Worn Items","17","14000 gp"
"Jerkin of Liberation","Uncommon","Armor","17","14000 gp"
"Noqual Buckler (High-Grade)","Rare","Shields","17","14000 gp"
"Prismatic Plate","Uncommon","Armor","17","14000 gp"
"Shadow (Major)","Common","Runes","17","14000 gp"
"Warpglass Weapon (High-Grade)","Rare","Weapons","17","14000 gp (+ 1400 gp per Bulk)"
"Codebreaker's Parchment (Major)","Common","Held Items","17","14500 gp"
"Cursebreak Bulwark","Uncommon","Shields","17","14500 gp"
"Voyager's Pack","Uncommon","Worn Items","17","14800 gp"
"Alchemist Goggles (Major)","Common","Worn Items","17","15000 gp"
"Anklets of Alacrity","Common","Worn Items","17","15000 gp"
"Belt of Giant Strength","Common","Worn Items","17","15000 gp"
"Belt of Regeneration","Common","Worn Items","17","15000 gp"
"Celestial Peachwood Sword","Rare","Weapons","17","15000 gp"
"Circlet of Persuasion","Common","Worn Items","17","15000 gp"
"Diadem of Intellect","Common","Worn Items","17","15000 gp"
"Dread Blindfold","Common","Worn Items","17","15000 gp"
"Headband of Inspired Wisdom","Common","Worn Items","17","15000 gp"
"Impactful (Greater)","Common","Runes","17","15000 gp"
"Luck Blade","Rare","Weapons","17","15000 gp"
"Magic Wand (8th-Level Spell)","Common","Wands","17","15000 gp"
"Ouroboros Flail (Greater)","Common","Weapons","17","15000 gp"
"Screech Shooter (Major)","Uncommon","Weapons","17","15000 gp"
"Siccatite Weapon (High-Grade)","Rare","Weapons","17","15000 gp (+1500 gp per Bulk)"
"Spellcutter","Unique","Weapons","17","15000 gp"
"Tentacle Cannon (Major)","Uncommon","Weapons","17","15000 gp"
"Vorpal","Rare","Runes","17","15000 gp"
"Wand of Continuation (7th-Level Spell)","Common","Wands","17","15000 gp"
"Wand of Manifold Missiles (7th-Level Spell)","Common","Wands","17","15000 gp"
"Wand of Overflowing Life (7th-Level Spell)","Common","Wands","17","15000 gp"
"Wand of Thundering Echoes (7th-Level)","Uncommon","Wands","17","15000 gp"
"Noqual Shield (High-Grade)","Rare","Shields","17","15400 gp"
"Magnetite Scope (Greater)","Common","Customizations","17","16000 gp"
"Magnifying Scope (Major)","Common","Customizations","17","16000 gp"
"Cloak of Repute (Major)","Common","Worn Items","17","21750 gp"
"Unmemorable Mantle (Major)","Common","Worn Items","17","21750 gp"
"Vonthos's Golden Bridge","Unique","Vehicles","17","50000 gp"
"Genius Diadem","Rare","Intelligent Items","18","0"
"Focus Cathartic (Major)","Common","Alchemical Items","18","3250 gp"
"Sinew-Shock Serum (Major)","Common","Alchemical Items","18","3250 gp"
"Universal Solvent (Major)","Common","Alchemical Items","18","3250 gp"
"Awakened Metal Shot (Awakened Adamantine Shot)","Uncommon","Consumables","18","3500 gp"
"Avalanche of Stones Snare","Uncommon","Snares","18","3750 gp"
"Crystal Shards (Major)","Common","Alchemical Items","18","4000 gp"
"Explosive Mine (Major)","Uncommon","Consumables","18","4000 gp"
"King's Sleep","Common","Alchemical Items","18","4000 gp"
"Potion of Undetectability","Common","Consumables","18","4400 gp"
"Bottled Sunlight (Major)","Common","Alchemical Items","18","4500 gp"
"Clockwork Rejuvenator","Rare","Consumables","18","4500 gp"
"Crimson Worm Repellent","Uncommon","Alchemical Items","18","4500 gp"
"Applereed Mutagen (Greater)","Rare","Alchemical Items","18","5000 gp"
"Healing Potion (Major)","Common","Consumables","18","5000 gp"
"Oil of Unlife (Major)","Common","Consumables","18","5000 gp"
"Potion of Retaliation (Major)","Common","Consumables","18","5000 gp"
"Sun Orchid Poultice","Rare","Alchemical Items","18","5000 gp"
"Vaccine (Major)","Rare","Alchemical Items","18","5000 gp"
"Grisantian Hide Object (High-Grade)","Rare","Materials","18","12000 gp (per Bulk)"
